ObjDokNr;Ortsteil;Bezirk;Denkmalart;EnsembleStatus;Adresse;Zugehˆrigkeit;Architekt/K¸nstler;WeitereInformationen;Beschreibung;Datierung;Eintragung
9020466;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 22;;H. Enders ;NA;Mietshaus, L‰den;1891-92;Nach 1995
9020467;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 23;;Fr. Sydow und L. Zeitler ;NA;Mietshaus;1873-76;Nach 1995
9020468;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 24/26;;Hermann Gericke ;NA;Mietshaus, L‰den;1904;Nach 1995
9020469;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 29;;Alfred Schrobsdorff ;NA;Mietshaus, L‰den;1886-87;Nach 1995
9020470;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 31;;Albert Schulze ;NA;Mietshaus, L‰den;1896-97;Nach 1995
9020471;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 33;;Ernst George ;NA;Mietshaus;1877-78;Nach 1995
9020472;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 35;;Ernst George ;NA;Mietshaus;1877-78;Nach 1995
9020473;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 37;;NA;NA;Mietshaus;1887-88;Nach 1995
9020474;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 43;;Franz Kemnitz ;NA;Mietshaus, L‰den;1887-88;Nach 1995
9020475;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 44;;A. Laegel ;NA;Mietshaus;1885;Nach 1995
9020476;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 45;;C. Matz ;NA;Mietshaus;1886-89;Nach 1995
9020477;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 46;;A. Laegel und Wilhelm Schˆltz ;NA;Mietshaus;1885;Nach 1995
9020478;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 47/49;;C. Matz ;NA;Mietshaus;1887-88;Nach 1995
9020479;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 48;;Ernst George ;NA;Mietshaus;1884-85;Nach 1995
9020480;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 51/53;;G. Sch¸mann und Hermann Keim ;NA;Mietshaus;1886-87;Nach 1995
9020481;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 52;;L. Mertens ;NA;Mietshaus;1872-73;Nach 1995
9020482;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 54;;Ernst George und L. Mertens; erweitert 1883-84 ;Mietshaus;1877-78 und 1883-84;Nach 1995
9020483;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 56;;Hermann Marunge ;NA;Mietshaus;1878-79;Nach 1995
9020484;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 57;;B. Ludwig ;NA;Mietshaus;1885-86;Nach 1995
9020485;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Seelingstraﬂe 58;;Alfred Schrobsdorff ;NA;Mietshaus, L‰den;1889-90;Nach 1995
9020486;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 89 / Seelingstraﬂe 60;;Alfred Schrobsdorff ;NA;Mietshaus, L‰den;1885;Nach 1995
9020505;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 17-20, 22-29, Sophie-Charlotten-Straﬂe 96;Baudenkmale siehe: Christstraﬂe 18.;NA;NA;Mietsh‰user und Gasleuchten im Straﬂenraum;NA;Nach 1995
9020506;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 17;;L. Mertens ;NA;Mietshaus;1875-76;Nach 1995
9020508;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 19;;Ernst Gerhardt ;NA;Mietshaus;1883-84;Nach 1995
9020509;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 20;;Blankenberg ;NA;Mietshaus, L‰den;1887-88;Nach 1995
9020510;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 22;;L. Mertens ;NA;Mietshaus;1874-75;Nach 1995
9020511;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 23;;W. Schmetzdorff und Wilhelm Schˆltz ;NA;Mietshaus;1879;Nach 1995
9020512;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 24;;Hermann Marunge und W. Schmetzdorff ;NA;Mietshaus;1879;Nach 1995
9020513;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 25;;Ernst Schuffenhauer ;NA;Mietshaus;1879-80;Nach 1995
9020514;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 26;;F. Mair Rolph ;NA;Mietshaus;1874-75;Nach 1995
9020515;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 27;;L. Mertens ;NA;Mietshaus;1876;Nach 1995
9020516;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 28;;Ernst Schuffenhauer ;NA;Mietshaus;1872-74;Nach 1995
9020517;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Christstraﬂe 29;;Ernst Schuffenhauer ;NA;Mietshaus;1876;Nach 1995
9020518;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 96;;Ernst George ;NA;Mietshaus, L‰den;1886-87;Nach 1995
9046424;CHA-WIL/GRUNE-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Cordesstraﬂe 3-9, Werkst‰ttenweg 2-12A;;NA;NA;Bahnareal Grunewald, Cordesstraﬂenbr¸cke (Straﬂenbr¸cke der Wetzlarer Bahn am ehem. Haltepunkt Eichkamp), Werksbauten und Lokomotivschuppen, Einfriedungen;NA;Nach 1995
9046425;CHA-WIL/GRUNE-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Cordesstraﬂe 3-9 / Werkst‰ttenweg 2-4, 9-12A,Werks- und Wohnbauten;;NA;NA;;1885- und 1900;Nach 1995
9046426;CHA-WIL/GRUNE-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Cordesstraﬂe 9;;NA;NA;Lokomotivschuppen;1925;Nach 1995
9020519;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Haupt;Dernburgstraﬂe 2/4, 12/14;Baudenkmal siehe: Dernburgstraﬂe 2/4.artendenkmal siehe: Lietzenseeufer.;NA;NA;Mietsh‰user und Kaskade;NA;Nach 1995
9020521;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Dernburgstraﬂe 12/14;;Ernst Br¸ll; Wiederaufbau, 1951 von Georg Becker ;Mietshaus;1906-07 und 1951;Nach 1995
9020522;CHA-WIL/WESTE-E;Charlottenburg-Wilmersdorf;Ensemble;Haupt;Ebereschenallee 13-18, R¸sternallee 17;"Baudenkmale siehe: Ebereschenallee 14; 16; 18.";NA;NA;Wohnh‰user;NA;Nach 1995
9020523;CHA-WIL/WESTE-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Ebereschenallee 13/17;;Adolph Born; Umbau 1934 ;Wohnhaus;1904-05 und 1934;Nach 1995
9020527;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Ernst-Reuter-Platz 2-10, Bismarckstraﬂe, Hardenbergstraﬂe, Marchstraﬂe, Otto-Suhr-Allee, Schillerstraﬂe, Straﬂe des 17. Juni 152;"Gesamtanlage siehe: U-Bahnlinie (ehem. Stammbahn).audenkmale siehe: Ernst-Reuter-Platz 2; 7; 8; 9-10; Straﬂe des 17. Juni 152.artendenkmal siehe: Ernst-Reuter-Platz.";Bernhard Hermkes 1955-57 mit B¸ro- und Institutsgeb‰uden ;NA;Platzanlage nach st‰dtebaulichem Entwurf von Bernhard Hermkes;1955-57;Nach 1995
9010155;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Straﬂe des 17. Juni 152;;Bernhard Heiliger ;NA;ÑDie Flammeì, Bronzeskultpur;1963;Nach 1995
9011000;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Ernst-Reuter-Platz 1;;Karl Hartung ;NA;ÑWachsende Fl¸gelì, Bronzeskulptur;1963;Nach 1995
9020529;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Ernst-Reuter-Platz 3-5;;Geber & Risse ;NA;B¸rohaus;1971-74;Nach 1995
9020530;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Ernst-Reuter-Platz 6;;Bernhard Binder ;NA;B¸rohaus;1969-74;Nach 1995
9020535;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 22-26, 28-30, 68-74;"Baudenkmale siehe: Fasanenstraﬂe 23; 25; 26; 70; 71; 73.artendenkmale siehe: Fasanenstraﬂe 23; 24; 25.";NA;NA;Villen und Mietsh‰user;NA;Nach 1995
9020536;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 22;;Ferdinand Dˆbler; Umbau 1949 ;Mietshaus;1899-1900 und 1949;Nach 1995
9096055;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe;;NA;NA;Blechlitfaﬂs‰ule;1925 und 1986;Nach 1995
9020538;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 24;Siehe Gartendenkmal Fasanenstraﬂe 24;L. Mertens; Umbauten 1888 von August Orth, 1896 von Wilhelm Klopsch, 1911 von Breslauer & Salinger, 1917 von Ernst Lessing  ;Mietshaus;1871 und 1888 und 1896 und 1911 und 1917;Vor 1995
9020541;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 28;;Julius Schossow; Umbau 1979 und 1982 ;Mietshaus, Laden;1898-99 und 1979 und 1982;Nach 1995
9020542;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 29;;Julius Schossow ;NA;Mietshaus;1898-99;Nach 1995
9020543;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 30;;Bernhard Hellwag und Alfred Schrobsdorff ;NA;Mietshaus;1901-02;Nach 1995
9020544;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 68;;Samuel Fritz Goldmann ;NA;Mietshaus;1899-1900;Nach 1995
9020545;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 69;;Samuel Fritz Goldmann ;NA;Mietshaus, L‰den;1899-1900;Nach 1995
9020546;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 72;;Samuel Fritz Goldmann ;NA;Mietshaus;1898;Nach 1995
9020547;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Fasanenstraﬂe 74;;Hermann Brˆseke ;NA;Mietshaus;1898;Nach 1995
9020551;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Haupt;Franklinstraﬂe 11-15A, 22, Helmholtzstraﬂe 11-12;Gesamtanlage siehe: Franklinstraﬂe 11-15A.;NA;NA;ehem. Bleicherei und Maschinenfabrik Fr. Gebauer;NA;Nach 1995
9020552;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Franklinstraﬂe 22 / Helmholtzstraﬂe 11-12;;Hermann Enders und Julius Lichtenstein ;NA;Fabrik- und Lagergeb‰ude;1910-11;Nach 1995
9020553;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 1-2, 4-6, 9-14, 16, Sophie-Charlotten-Straﬂe 23A, 99-101;;NA;NA;Mietsh‰user und Gasleuchten im Straﬂenraum;NA;Nach 1995
9020554;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 1;;Adolf Dietz und Gustav Hildebrand ;NA;Mietshaus;1888-89;Nach 1995
9020555;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 2;;Paul Schˆltz; Umbau 1987 ;Mietshaus, L‰den;1900-01 und 1987;Nach 1995
9020556;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 4;;Hans Schulze ;NA;Mietshaus, L‰den;1892-93;Nach 1995
9020557;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 5;;Max Bartsch ;NA;Mietshaus, L‰den;1892-93;Nach 1995
9020558;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 6;;Ernst George ;NA;Mietshaus, L‰den;1891-92;Nach 1995
9020559;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 9;;Ernst George ;NA;Mietshaus, L‰den;1892-93;Nach 1995
9020560;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 10 / Sophie-Charlotte-Straﬂe;;Gustav Weyhe ;NA;Mietshaus, L‰den;1882;Nach 1995
9020561;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 11;;F. Freiersleben ;NA;Mietshaus;1888-89;Nach 1995
9020562;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 12;;Ewald Gˆtze ;NA;Mietshaus;1889;Nach 1995
9020563;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 13;;A. Kn¸pfer ;NA;Mietshaus, L‰den;1889-92;Nach 1995
9020564;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 14;;Maass ;NA;Mietshaus, L‰den;1888-89;Nach 1995
9020565;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gardes-du-Corps-Straﬂe 16;;Ernst George ;NA;Mietshaus, L‰den;1889-90;Nach 1995
9020567;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 23A / Am Bahnhof Westend;;Ernst George ;NA;Mietshaus, Lokal;1887-88;Nach 1995
9020568;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 99;;J. Ebel ;NA;Mietshaus, L‰den;1888-89;Nach 1995
9020566;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 100 / Gardes-du-Corps-Straﬂe 10A;;Ernst George ;NA;Mietshaus;1887-88;Nach 1995
9020569;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Sophie-Charlotten-Straﬂe 101;;Ernst George ;NA;Mietshaus;1881-82;Nach 1995
9020570;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 5-8, 13-15, Clausewitzstraﬂe 9, Sybelstraﬂe 64;Baudenkmal siehe: Giesebrechtstraﬂe 6.;NA;NA;Mietsh‰user;NA;Nach 1995
9020571;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 5 / Clausewitzstraﬂe 9;;Theodor Jaretzki ;NA;Mietshaus, L‰den;1904-05;Nach 1995
9020573;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 7;;Julius Schossow ;NA;Mietshaus;1904-05;Nach 1995
9020574;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 8;;NA;NA;Mietshaus;1905;Nach 1995
9020575;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 13;;Willibald K¸bler ;NA;Mietshaus;1905-06;Nach 1995
9020576;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 14;;Wilhelm Melling ;NA;Mietshaus;1905-06;Nach 1995
9020577;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Giesebrechtstraﬂe 15 / Sybelstraﬂe 64;;Walter Zander ;NA;Mietshaus, L‰den;1904-05;Nach 1995
9020578;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Haupt;Hardenbergstraﬂe 9-10;"Baudenkmale siehe: Hardenbergstraﬂe 9A; 10.";NA;NA;Mietsh‰user;NA;Nach 1995
9020579;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Hardenbergstraﬂe 9;;Curt und Arthur Reimer ;NA;Mietshaus (Fassade, Portal);1905-06;Nach 1995
9020582;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 1-31, Behaimstraﬂe 1-2, 4, 6, 13, 15-25, Gierkeplatz 2/4, 6-8, 9/11, 12, Gierkezeile 27-33, 34/38, 39, 40, 42, Richard-Wagner-Platz 5, Richard-Wagner-Straﬂe 37, 39, 43/51, 54, 55, 57, Schustehrusstraﬂe 1, 11/17, 18/22, Thrasoltstraﬂe 5, 7, 10, 11/15, 16, 17/25, Wilmersdorfer Straﬂe 8A-23, 152A, 155-158, 161, 162;"Gesamtanlage siehe: Haubachstraﬂe 13/15.audenkmale siehe: Gierkeplatz, Ev. Luisenkirche; 2/4; Gierkezeile 29; 32; 39; Haubachstraﬂe 4; 6; 8; 9; 16; 17/19; Richard-Wagner-Platz 5; Richard-Wagner-Straﬂe 45; 47; Schustehrusstraﬂe 13; Thrasoltstraﬂe 10; 15; 17; 25; Wilmersdorfer Straﬂe 9; 15; 17; 19; 23.";NA;NA;"Kirche, ehem. Schule, Mietsh‰user; mit Gasleuchten und Betonlitfaﬂs‰ule im Straﬂenraum";NA;Nach 1995
9020583;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 4;;Alfred Schrobsdorff ;NA;Mietshaus, L‰den;1895-96;Nach 1995
9020584;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 13;;Robert Schneckenberg; Umbau 1931 (Glasgang im Innenhof) ;Mietshaus, L‰den;1884-85 und 1931;Nach 1995
9020585;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 17;;Hermann Heider ;NA;Mietshaus, L‰den;1905-06;Nach 1995
9020586;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 18;;A. Reimann ;NA;Mietshaus, L‰den;1895-96;Nach 1995
9020587;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 19;;Reinhold Kleiber und A. Reimann ;NA;Mietshaus, L‰den;1894-95;Nach 1995
9020588;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 20;;A. Reimann ;NA;Mietshaus, L‰den;1895-96;Nach 1995
9020589;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 21;;Alfred Schrobsdorff ;NA;Mietshaus, L‰den;1888;Nach 1995
9020590;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Behaimstraﬂe 23;;Ernst George ;NA;Mietshaus;1883-84;Nach 1995
9020591;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkeplatz 9/11;;Heinrich Mittag ;NA;Mietshaus, L‰den;1903-04;Nach 1995
9020592;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkeplatz 12 / Gierkezeile 42;;Gebr. Blumann und Gr¸nberg ;NA;Mietshaus, L‰den, Garagen;1914-15;Nach 1995
9020594;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkezeile 31;;Wilhelm Schˆltz ;NA;Mietshaus;1888-89;Nach 1995
9020593;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkezeile 33;;Alexander Haase ;NA;Mietshaus, L‰den;1907-08;Nach 1995
9020595;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkezeile 34;;L. Seelig und Gustav Weyhe ;NA;Mietshaus;1884;Nach 1995
9020596;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkezeile 36;;Richard Glasenapp ;NA;Mietshaus, L‰den;1898-99;Nach 1995
9020597;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Gierkezeile 38 / Behaimstraﬂe 25;;Robert Glasenapp ;NA;Mietshaus, L‰den;1899-1900;Nach 1995
9020598;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 1 / Richard-Wagner-Straﬂe 39;;A. Witt ;NA;Mietshaus, L‰den;1892-94;Nach 1995
9020599;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 2 / Richard-Wagner-Straﬂe 43;;C. Bertuch ;NA;Mietshaus, L‰den;1886-87;Nach 1995
9020600;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 3;;Gustav Weyhe ;NA;Mietshaus;1903;Nach 1995
9020601;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 5;;Alfred Rothe ;NA;Mietshaus, L‰den;1893-94;Nach 1995
9020602;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 7;;Gustav Weyhe ;NA;Mietshaus, L‰den;1902-03;Nach 1995
9020603;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 10;;C. Michaelis ;NA;Mietshaus;1874;Nach 1995
9020604;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 18;;Albert Saalmann ;NA;Mietshaus, L‰den;1902;Nach 1995
9020605;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 20;;Ernst George ;NA;Mietshaus;1884-85;Nach 1995
9020606;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 21;;Gustav Weyhe ;NA;Mietshaus;1897;Nach 1995
9020607;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 22;;Ernst George ;NA;Mietshaus;1885-86;Nach 1995
9020608;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 23;;Julius Maedel ;NA;Mietshaus, L‰den;1900-01;Nach 1995
9020609;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 24 / Gierkezeile 30;;Albert Saalmann ;NA;Mietshaus, L‰den;1901-02;Nach 1995
9020610;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 25 / Gierkezeile 28;;Julius Maedel; Umbauten 1959, 1992 ;Mietshaus, L‰den;1900-01 und 1959 und 1992;Nach 1995
9020611;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 27 / Gierkezeile 27;;Hermann G¸nther ;NA;Mietshaus, L‰den;1893-94;Nach 1995
9020612;CHA-WIL/CHARL-E;Charlottenburg-Wilmersdorf;Ensemble;Weiterer Bestandteil;Haubachstraﬂe 28;;A. Rothe ;NA;Mietshaus, L‰den;1888;Nach 1995
